task,CreationTimestamp,ProcessID,ParentPID,CommandLine,Image,ProcessType,Registry,Files,Modules,DroppedFiles,DebugStrings,EventsCounters_Network,Scores_Network,Autostart,LowAccess,FileType,Priority,unknown_ip,Suspicious_ip,Malicious_ip,whitelist_ip,unsafe_ip,unknown_domain,Suspicious_domain,Malicious_domain,whitelist_domain,unsafe_domain,unknown_http_request,Suspicious_http_request,Malicious_http_request,whitelist_http_request,unsafe_http_request,HKEY_LOCAL_MACHINE,HKEY_CLASSES_ROOT,HKEY_USERS,HKEY_CURRENT_CONFIG,HKEY_CURRENT_USER,startup_registry_keys,active_setup_registry_keys,services_registry_keys,dll_injection_registry_keys,shell_spawning_registry_keys,internet_settings_registry_keys,bho_registry_keys,label
5cf5d3ae-24c3-4de4-88f3-660cd39c4d40,1611319405563,2236,292,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,549,1876,117,1,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,45,0,0,0,0,0,1,0,1
5ef5e123-0278-4a10-bdff-dfc907c79861,1611136582254,2716,612,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,546,993,96,1,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,46,0,0,0,0,0,1,0,1
5f8a555d-6b23-42f2-8167-28b877d1f531,1611135336674,2208,372,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,602,1001,95,1,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,47,0,0,0,0,0,1,0,1
602d2c74-276c-4030-a78b-badc7da0314b,1611150275193,3376,464,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,620,1574,132,13,0,10,True,False,False,OFS,0,1,0,0,3,0,1,0,0,3,0,0,0,0,3,0,2,10,0,0,51,0,0,0,0,0,1,0,1
602d2c74-276c-4030-a78b-badc7da0314b,1611150307052,3620,588,"""C:\Program Files\Internet Explorer\iexplore.exe"" -startmediumtab -Embedding",C:\Program Files\Internet Explorer\iexplore.exe,Embedded COM++,341,1414,114,4,0,13,True,False,False,BRW-IE,0,2,0,0,2,0,2,0,0,2,0,0,0,0,1,0,6,10,0,0,54,0,0,0,0,0,1,0,2
602d2c74-276c-4030-a78b-badc7da0314b,1611150307255,3156,3620,"""C:\Program Files\Internet Explorer\iexplore.exe"" SCODEF:3620 CREDAT:144385 /prefetch:2",C:\Program Files\Internet Explorer\iexplore.exe,Child process,85,380,89,0,0,0,False,False,False,BRW-IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,1
602d2c74-276c-4030-a78b-badc7da0314b,1611150307630,3644,3620,"""C:\Program Files\Internet Explorer\iexplore.exe"" SCODEF:3620 CREDAT:333058 /prefetch:2",C:\Program Files\Internet Explorer\iexplore.exe,Child process,306,1549,174,10,0,19,True,False,False,BRW-IE,0,2,2,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,1
6299b0cd-5478-4f4e-951a-93ca9a758e3c,1611126928843,2716,612,"""C:\Program Files\Microsoft Office\Office14\WINWORD.EXE"" /n ""C:\Users\admin\AppData\Local\Temp\SR Doc4.docx""",C:\Program Files\Microsoft Office\Office14\WINWORD.EXE,Main process,1879,5121,104,3,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,66,0,0,0,0,0,1,0,1
6556015e-3f60-4c6f-9e8a-2159a28599cf,1611326123939,2216,372,"""C:\Program Files\Microsoft Office\Office14\WINWORD.EXE"" /n ""C:\Users\admin\AppData\Local\Temp\f45f929a5f3f71fc156777420931ba5fcb1c33c9.docx""",C:\Program Files\Microsoft Office\Office14\WINWORD.EXE,Main process,1177,3435,122,8,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,64,0,0,0,0,0,1,0,1
686c20d5-45d8-4793-a133-649e9d23d960,1611264889103,2684,356,"""C:\Program Files\Microsoft Office\Office14\WINWORD.EXE"" /n ""C:\Users\admin\AppData\Local\Temp\Second Stimulus Checks Update.docx""",C:\Program Files\Microsoft Office\Office14\WINWORD.EXE,Main process,1907,5485,111,4,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,66,0,0,0,0,0,1,0,1
68ef88cf-8ef8-4f85-b3e3-8f93795499c8,1611135983125,1144,372,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,738,1259,182,3,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,54,0,0,0,0,0,1,0,1
6b3cadc5-7b07-4552-9f85-4a21fce6f112,1611308254300,2640,356,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,6916,1783,114,6,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,0,0,34,0,0,0,0,0,1,0,1
6c3dc83e-bb64-4eed-afbe-586af31af78d,1611304196593,2592,612,"""C:\Program Files\Microsoft Office\Office14\WINWORD.EXE"" /n ""C:\Users\admin\AppData\Local\Temp\file.docm""",C:\Program Files\Microsoft Office\Office14\WINWORD.EXE,Main process,676,1563,125,4,0,4,True,False,False,OFS,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,65,0,0,0,0,0,1,0,1
6d70ddfa-4533-4ad4-92fb-a4b264642d04,1611302162759,496,1292,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,372,686,74,1,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,1,0,1
73486c22-4ef3-4df4-b6c9-cccc319d950b,1611329709522,2708,612,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,545,918,83,1,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,46,0,0,0,0,0,1,0,1
7365a3e0-dac3-424c-abff-0861454c8a6a,1611279100553,2376,372,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,551,901,87,1,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,46,0,0,0,0,0,1,0,1
7454bef7-4fc9-48b8-b334-037f0bea5cbc,1611144427709,2560,612,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,603,1216,102,1,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,48,0,0,0,0,0,1,0,1
77a2b109-3d2b-4319-8a99-c82575082e79,1611260096918,2784,612,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,992,2177,133,6,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,38,0,0,0,0,0,1,0,2
77a2b109-3d2b-4319-8a99-c82575082e79,1611260099277,856,2784,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE""  /Embedding",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Child process,66,1064,132,3,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77eae963-580c-453e-b07b-bd7d08d91f92,1611139120738,2528,356,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,598,1326,112,5,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,48,0,0,0,0,0,1,0,1
7979e16b-bf47-471e-ac81-ef17a9ae8de5,1611319366078,2552,356,"""C:\Program Files\Microsoft Office\Office14\WINWORD.EXE"" /n ""C:\Users\admin\AppData\Local\Temp\Tracker Absenteeism.doc""",C:\Program Files\Microsoft Office\Office14\WINWORD.EXE,Main process,8540,6562,283,9,0,4,True,False,False,OFS,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,65,0,0,0,0,0,1,0,1
7b111cd8-93d4-4cf9-8451-ec7d0117feb4,1611387850628,2704,356,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,620,1141,99,3,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,0,0,34,0,0,0,0,0,1,0,1
7bddaf9e-04da-411c-9702-84e189937c22,1611157155868,2280,372,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,634,1062,93,1,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,46,0,0,0,0,0,1,0,1
7cfdecce-8b4f-430d-8b27-f88f1fe9782f,1611324065714,2060,372,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,555,890,84,1,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,46,0,0,0,0,0,1,0,1
7d9584ff-d672-4580-b002-74e97c4efbef,1611329930323,2532,356,"""C:\Program Files\Microsoft Office\Office14\WINWORD.EXE"" /n ""C:\Users\admin\AppData\Local\Temp\memo.doc""",C:\Program Files\Microsoft Office\Office14\WINWORD.EXE,Main process,1522,3743,119,3,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,65,0,0,0,0,0,1,0,1
7de031dc-ea81-4df5-b3af-a125701b1f74,1611152882131,2416,1292,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,712,814,79,2,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,36,0,0,0,0,0,1,0,1
7de031dc-ea81-4df5-b3af-a125701b1f74,1611152883334,2356,1456,"""C:\Program Files\Common Files\Microsoft Shared\EQUATION\EQNEDT32.EXE"" -Embedding",C:\Program Files\Common Files\Microsoft Shared\EQUATION\EQNEDT32.EXE,Embedded COM++,405,453,72,0,0,0,False,False,False,NKN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,1,0,2
7e1563e4-fa94-47a4-9c41-508867a1fd7a,1611327785785,1352,612,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,637,1424,130,9,0,8,True,False,False,OFS,0,0,0,0,3,0,0,0,0,3,0,0,0,0,2,0,4,10,0,0,51,0,0,0,0,0,1,0,1
7e15d510-4b63-4162-b7cd-a7bed00e8bac,1611311951958,1796,356,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,869,1883,224,10,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,0,0,33,0,0,0,0,0,1,0,1
805d764c-b11c-49a4-9fef-a544b9b1c35c,1611142449106,3372,464,"""C:\Program Files\Microsoft Office\Office14\WINWORD.EXE"" /n ""C:\Users\admin\AppData\Local\Temp\Invoice_202002-565.doc""",C:\Program Files\Microsoft Office\Office14\WINWORD.EXE,Main process,1522,3132,107,3,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,66,0,0,0,0,0,1,0,1
81b98238-17a7-47c9-8c8c-8c05ada34165,1611307147707,3860,1292,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,681,727,77,1,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,35,0,0,0,0,0,1,0,1
82186790-7e5e-4025-b64c-b1d2bd6b7c00,1611140663510,2700,612,"""C:\Windows\System32\rundll32.exe"" C:\3c52e287852b0f9e098db0a3804321196005e408.doc, DllMain",C:\Windows\System32\rundll32.exe,Main process,0,137,56,0,0,0,False,False,False,WIN-SYS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8218ce58-d250-4266-bb91-5770c72fbbc2,1611319243041,1796,356,"""C:\Program Files\Microsoft Office\Office14\WINWORD.EXE"" /n ""C:\Users\admin\AppData\Local\Temp\Tracker Absenteeism.doc""",C:\Program Files\Microsoft Office\Office14\WINWORD.EXE,Main process,13281,5406,226,12,0,9,True,False,False,OFS,0,0,0,0,2,1,0,0,0,2,1,0,0,0,1,1,5,0,0,0,65,0,0,0,0,0,1,0,1
836d8b07-55cd-4421-9af2-ce6a1d9c85fa,1611150570463,932,1292,"""C:\Program Files\Microsoft Office\Office14\WINWORD.EXE"" /n ""C:\Users\admin\AppData\Local\Temp\order  5121.doc.rtf""",C:\Program Files\Microsoft Office\Office14\WINWORD.EXE,Main process,785,876,78,3,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,36,0,0,0,0,0,1,0,1
836d8b07-55cd-4421-9af2-ce6a1d9c85fa,1611150571588,1344,1456,"""C:\Program Files\Common Files\Microsoft Shared\EQUATION\EQNEDT32.EXE"" -Embedding",C:\Program Files\Common Files\Microsoft Shared\EQUATION\EQNEDT32.EXE,Embedded COM++,367,395,65,0,0,1,True,False,False,NKN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,1,0,2
8412c9ad-29e1-458a-a9af-2220b16098b0,1611243258788,1024,372,"""C:\Program Files\Microsoft Office\Office14\WINWORD.EXE"" /n /f ""C:\Users\admin\Downloads\~$rmalEmail.dotm""",C:\Program Files\Microsoft Office\Office14\WINWORD.EXE,Main process,269,935,84,2,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,32,0,0,0,0,0,1,0,1
84262be7-8128-4fb4-b244-9d6d79b473ed,1611151135811,2080,292,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,657,1078,168,2,0,0,False,False,False,OFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,52,0,0,0,0,0,1,0,1
86442f5e-efca-405f-934e-3125a8793cdc,1611342161219,2528,356,"""C:\Program Files\Microsoft Office\Office14\EXCEL.EXE"" /dde",C:\Program Files\Microsoft Office\Office14\EXCEL.EXE,Main process,615,1499,132,11,0,25,True,False,False,OFS,0,0,0,0,6,0,0,0,0,6,0,0,0,0,3,0,2,10,0,0,52,0,0,0,0,0,1,0,1
86442f5e-efca-405f-934e-3125a8793cdc,1611342175344,2128,596,"""C:\Program Files\Internet Explorer\iexplore.exe"" -startmediumtab -Embedding",C:\Program Files\Internet Explorer\iexplore.exe,Embedded COM++,461,2099,212,37,0,52,True,False,False,BRW-IE,0,0,0,0,7,3,0,0,0,7,3,0,0,0,1,3,3,10,0,0,57,0,0,0,0,0,1,0,2
86442f5e-efca-405f-934e-3125a8793cdc,1611342175531,1976,2128,"""C:\Program Files\Internet Explorer\iexplore.exe"" SCODEF:2128 CREDAT:144385 /prefetch:2",C:\Program Files\Internet Explorer\iexplore.exe,Child process,89,467,160,0,0,0,False,False,False,BRW-IE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,1
86442f5e-efca-405f-934e-3125a8793cdc,1611342175938,2692,2128,"""C:\Program Files\Internet Explorer\iexplore.exe"" SCODEF:2128 CREDAT:333058 /prefetch:2",C:\Program Files\Internet Explorer\iexplore.exe,Child process,320,3277,278,66,0,140,True,False,False,BRW-IE,0,0,0,0,21,2,0,0,0,21,2,0,0,0,10,4,0,0,0,0,3,0,0,0,0,0,1,0,1
86442f5e-efca-405f-934e-3125a8793cdc,1611342197313,3044,356,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" ",C:\Program Files\Google\Chrome\Application\chrome.exe,Probably manual launch or APC inject,204,34776,270,248,0,5,True,False,False,BRW-CHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,50,0,0,0,0,0,0,0,2
86442f5e-efca-405f-934e-3125a8793cdc,1611342197422,1080,3044,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=crashpad-handler ""--user-data-dir=C:\Users\admin\AppData\Local\Google\Chrome\User Data"" /prefetch:7 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\admin\AppData\Local\Google\Chrome\User Data\Crashpad"" ""--metrics-dir=C:\Users\admin\AppData\Local\Google\Chrome\User Data"" --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=plat=Win32 --annotation=prod=Chrome --annotation=ver=75.0.3770.100 --initial-client-data=0x7c,0x80,0x84,0x78,0x88,0x6956a9d0,0x6956a9e0,0x6956a9ec",C:\Program Files\Google\Chrome\Application\chrome.exe,Child process,0,86,23,1,0,0,False,False,False,BRW-CHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86442f5e-efca-405f-934e-3125a8793cdc,1611342197656,2564,3044,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=watcher --main-thread-id=1456 --on-initialized-event-handle=324 --parent-handle=328 /prefetch:6",C:\Program Files\Google\Chrome\Application\chrome.exe,Child process,4,69,24,0,0,0,False,False,False,BRW-CHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
86442f5e-efca-405f-934e-3125a8793cdc,1611342197813,1292,3044,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=gpu-process --field-trial-handle=1000,2434694380173363547,2986517240370255547,131072 --enable-features=PasswordImport --gpu-preferences=KAAAAAAAAADgAAAgAQAAAAAAAAAAAGAAAAAAAAAAAAAIAAAAAAAAACgAAAAEAAAAIAAAAAAAAAAoAAAAAAAAADAAAAAAAAAAOAAAAAAAAAAQAAAAAAAAAAAAAAAFAAAAEAAAAAAAAAAAAAAABgAAABAAAAAAAAAAAQAAAAUAAAAQAAAAAAAAAAEAAAAGAAAA --service-request-channel-token=14693104053597450860 --mojo-platform-channel-handle=1012 --ignored="" --type=renderer "" /prefetch:2",C:\Program Files\Google\Chrome\Application\chrome.exe,Child process,0,9643,78,0,0,0,False,False,False,BRW-CHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86442f5e-efca-405f-934e-3125a8793cdc,1611342197844,1912,3044,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --field-trial-handle=1000,2434694380173363547,2986517240370255547,131072 --enable-features=PasswordImport --lang=en-US --service-sandbox-type=network --service-request-channel-token=15957388413147578296 --mojo-platform-channel-handle=1616 /prefetch:8",C:\Program Files\Google\Chrome\Application\chrome.exe,Child process,18,1381,76,18,0,189,True,False,False,BRW-CHR,0,0,0,0,22,3,0,0,0,22,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1
86442f5e-efca-405f-934e-3125a8793cdc,1611342198344,2184,3044,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1000,2434694380173363547,2986517240370255547,131072 --enable-features=PasswordImport --lang=en-US --instant-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=11634271511326337825 --renderer-client-id=6 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=1924 /prefetch:1",C:\Program Files\Google\Chrome\Application\chrome.exe,Child process,0,1111,118,0,0,0,False,False,False,BRW-CHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86442f5e-efca-405f-934e-3125a8793cdc,1611342198427,1312,3044,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1000,2434694380173363547,2986517240370255547,131072 --enable-features=PasswordImport --lang=en-US --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=10531960927366667222 --renderer-client-id=7 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=2468 /prefetch:1",C:\Program Files\Google\Chrome\Application\chrome.exe,Child process,0,347,118,0,0,0,False,False,False,BRW-CHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86442f5e-efca-405f-934e-3125a8793cdc,1611342198562,2648,3044,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1000,2434694380173363547,2986517240370255547,131072 --enable-features=PasswordImport --lang=en-US --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=8914628730425232666 --renderer-client-id=4 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=2488 /prefetch:1",C:\Program Files\Google\Chrome\Application\chrome.exe,Child process,0,471,118,0,0,0,False,False,False,BRW-CHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86442f5e-efca-405f-934e-3125a8793cdc,1611342199790,2980,3044,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --field-trial-handle=1000,2434694380173363547,2986517240370255547,131072 --enable-features=PasswordImport --lang=en-US --service-sandbox-type=utility --service-request-channel-token=15411370512229253375 --mojo-platform-channel-handle=3316 --ignored="" --type=renderer "" /prefetch:8",C:\Program Files\Google\Chrome\Application\chrome.exe,Child process,0,315,118,0,0,0,False,False,False,BRW-CHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86442f5e-efca-405f-934e-3125a8793cdc,1611342199837,996,3044,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --field-trial-handle=1000,2434694380173363547,2986517240370255547,131072 --enable-features=PasswordImport --lang=en-US --service-sandbox-type=utility --service-request-channel-token=16222194053319248840 --mojo-platform-channel-handle=3404 --ignored="" --type=renderer "" /prefetch:8",C:\Program Files\Google\Chrome\Application\chrome.exe,Child process,0,322,118,0,0,0,False,False,False,BRW-CHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86442f5e-efca-405f-934e-3125a8793cdc,1611342202077,2220,3044,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --field-trial-handle=1000,2434694380173363547,2986517240370255547,131072 --enable-features=PasswordImport --lang=en-US --service-sandbox-type=utility --service-request-channel-token=14983573806927444010 --mojo-platform-channel-handle=3552 --ignored="" --type=renderer "" /prefetch:8",C:\Program Files\Google\Chrome\Application\chrome.exe,Child process,0,321,118,0,0,0,False,False,False,BRW-CHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86442f5e-efca-405f-934e-3125a8793cdc,1611342202412,572,3044,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --field-trial-handle=1000,2434694380173363547,2986517240370255547,131072 --enable-features=PasswordImport --lang=en-US --service-sandbox-type=utility --service-request-channel-token=16034907798246241984 --mojo-platform-channel-handle=3676 --ignored="" --type=renderer "" /prefetch:8",C:\Program Files\Google\Chrome\Application\chrome.exe,Child process,0,455,118,1,0,0,False,False,False,BRW-CHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86442f5e-efca-405f-934e-3125a8793cdc,1611342202690,1132,3044,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --field-trial-handle=1000,2434694380173363547,2986517240370255547,131072 --enable-features=PasswordImport --lang=en-US --service-sandbox-type=utility --service-request-channel-token=11592178915190931716 --mojo-platform-channel-handle=3656 --ignored="" --type=renderer "" /prefetch:8",C:\Program Files\Google\Chrome\Application\chrome.exe,Child process,0,319,118,0,0,0,False,False,False,BRW-CHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86442f5e-efca-405f-934e-3125a8793cdc,1611342202857,556,3044,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1000,2434694380173363547,2986517240370255547,131072 --enable-features=PasswordImport --disable-gpu-compositing --lang=en-US --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --service-request-channel-token=13418970678849961433 --renderer-client-id=13 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=3720 /prefetch:1",C:\Program Files\Google\Chrome\Application\chrome.exe,Child process,0,354,59,0,0,0,False,False,False,BRW-CHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86442f5e-efca-405f-934e-3125a8793cdc,1611342203061,884,3044,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --field-trial-handle=1000,2434694380173363547,2986517240370255547,131072 --enable-features=PasswordImport --lang=en-US --service-sandbox-type=utility --service-request-channel-token=5451297360027550984 --mojo-platform-channel-handle=3676 --ignored="" --type=renderer "" /prefetch:8",C:\Program Files\Google\Chrome\Application\chrome.exe,Child process,0,1049,118,46,0,0,False,False,False,BRW-CHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86442f5e-efca-405f-934e-3125a8793cdc,1611342203758,2552,3044,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --field-trial-handle=1000,2434694380173363547,2986517240370255547,131072 --enable-features=PasswordImport --lang=en-US --service-sandbox-type=utility --service-request-channel-token=3048546790367856993 --mojo-platform-channel-handle=2752 --ignored="" --type=renderer "" /prefetch:8",C:\Program Files\Google\Chrome\Application\chrome.exe,Child process,0,315,118,0,0,0,False,False,False,BRW-CHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
